Cyberincidentnum,Dyadpair,StateA,StateB,Name,interactionstartdate,interactionenddate,method,targettype,initiator,cyber_objective,information_operation,objective_achievement,Concession ,3rdpartyinitiator,severity,damage type,Crit Inf,Supply Ch,Ransomware,Political Objective,Sources1,Sources2,Sources3,Sources4,Sources5,Justice,Cert,FBI
71,2630,US,Iran,Iranian Attacks against Universities US 2018,8/1/2018,8/24/2018,4.4,1,630,2,0,1,0,0,3,4,17,0,0,"Colbat Dickens spoofed websites from universities; US, UK, AUS, CAN,Hong Kong, Switzerland ",https://www.cyberscoop.com/cobalt-dickens-iran-universities-hacking-secureworks/,,,,,,,
72,2630,US,Iran,Iran Sanctions Retribution,10/1/2018,12/1/2018,3,2,630,2,0,1,0,0,3,1,14,0,0,Attacks against enforcers of the nuclear deal and D.C. think tanks ,https://blog.certfa.com/posts/the-return-of-the-charming-kitten/,https://www.cbsnews.com/news/iran-hacking-charming-kitten-targets-us-nuclear-officials-cybersecurity-certfa-2018-12-13/,,,,,,
73,2630,US,Iran,Iran Shipping Traffic Database,6/20/2019,6/28/2019,4.3,3,2,4,0,1,1,0,5,1,15,1,0,Publically available sources claim that U.S. Cyberattack Hurt Iran’s Ability to Target Oil Tankers by targeting a critical shipping database and wiping it. ,https://www.dw.com/en/us-hits-iran-with-cyberattack-reports/a-49316935,https://www.washingtonpost.com/national-security/us-military-carried-out-secret-cyber-strike-on-iran-to-prevent-it-from-interfering-with-shipping/2019/08/28/36202a4e-c9db-11e9-a1fe-ca46e8d573c0_story.html,,,,,,
74,2630,US,Iran,Drone Response,6/23/2019,6/23/2019,4.3,3,2,4,0,1,1,0,5,1,13,1,0,Publically available sources claim that President Trump authorized a cyber strike against Iran as retaliation for downing a Drone. USofficials say the attacks on Iranian military computers disabled systems that control missile and rocket launchers.,https://www.livemint.com/news/world/us-conducted-cyber-attack-on-iran-in-response-to-drone-downing-report-1561276148652.html,https://www.france24.com/en/20190623-us-launched-cyber-attacks-iran-after-drone-shootdown-reports,,,,,,
75,2630,US,Iran,Iranian Attacks against Universities US 2019,7/1/2019,8/31/2019,4.4,1,630,3,0,1,0,0,3,2,17,0,0,"60+ universities,  fake domains to capture keystrokes, gain access to credentials",https://www.secureworks.com/blog/cobalt-dickens-goes-back-to-school-again,,,,,,,
76,2630,US,Iran,Voter Data Attack,2/1/2020,11/3/2020,3,2,630,4,1,1,0,0,4,1,11,0,0, government websites to interfere with the 2020 presidential election,https://www.cnbc.com/2020/10/31/fbi-iranian-hackers-are-targeting-state-election-websites-voter-data.html,,,,,,https://us-cert.cisa.gov/ncas/alerts/aa20-296b,
77,2630,US,Iran,Christmas SMS Attack,12/1/2020,12/31/2020,3,1,630,2,0,1,0,0,3,1,13,0,0,"Iranian Christmas theme targeting think tanks, research organizations, academics, journalists, and activists",https://www.zdnet.com/article/iranian-cyberspies-behind-major-christmas-sms-spear-phishing-campaign/,,,,,,,
78,2652,US,Syria,Hama visit,7/9/2011,7/9/2011,1,2,652,1,1,1,0,0,2,1,11,0,0,Retaliation for the the visit of US Ambassador Ford to rebel stronghold in Hama early in the Syrian civil war.,https://www.theatlantic.com/international/archive/2011/07/attention-foreign-media-syrian-e-army-headed-your-way/352981/,,,,,,,
79,2710,US,China,Hainan Island Incident,4/29/2001,5/1/2001,1,2,710,1,1,1,0,0,2,1,11,0,0,"Retaliation for the death of Chinese fighter pilot Wang Wei, after collision with US spy plane. Secondly, to register displeasure at the recent US - Taiwan arms deal. ",https://www.nytimes.com/2001/04/28/world/fbi-warns-that-chinese-may-disrupt-us-web-sites.html, https://www.theguardian.com/technology/2001/may/04/china.internationalnews,,,,,,
80,2710,US,China,Titan Rain,9/1/2003,4/1/2006,3,3,710,2,0,1,0,0,4,1,6,1,0,Information theft camapign against the DoD and defense contractors ,https://cyware.com/news/remembering-operation-titan-rain-c54ad3e4, https://www.csis.org/analysis/computer-espionage-titan-rain-and-china,,,,,,
81,2710,US,China,Cisco Raider,2/28/2006,5/6/2010,4.4,2,2,4,0,1,1,0,5,1,13,1,0,Publically available sources claim that Defense countermeasure to raise the costs of PLA hackers infiltrating US networks through counterfeit Cisco software from China.,"https://www.informationweek.com/operation-cisco-raider-nets-$76-million-in-fake-gear-/d/d-id/1065173, https://www.nytimes.com/2008/05/09/technology/09cisco.html?mtrref=undefined&gwh=8008706D90DB386BCDB638E06C41AE78&gwt=pay",https://archives.fbi.gov/archives/news/pressrel/press-releases/departments-of-justice-and-homeland-security-announce-30-convictions-more-than-143-million-in-seizures-from-initiative-targeting-traffickers-in-counterfeit-network-hardware,https://www.nytimes.com/2008/05/09/technology/09cisco.html,https://www.cmu.edu/cmtoday/technology_innovation/cybersecurity-research/,,,,
82,2710,US,China,State Dept theft,5/28/2006,7/7/2006,3,2,710,2,0,1,0,0,2,1,11,0,0,Information probe against loosely defended State Dept networks to seek information about South East Asian and Pacific Affairs.,https://www.cbsnews.com/news/state-department-computers-hacked/, http://www.cnn.com/2006/US/07/12/state.hackers/index.html,,,,,,
83,2710,US,China,Shady RAT_A,8/1/2006,1/1/2010,3,2,710,2,0,1,0,0,4,1,11,0,0,Multiple targeted data theft campaign that included the US government and several corparations ,https://www.symantec.com/connect/blogs/truth-behind-shady-rat, https://arstechnica.com/information-technology/2011/08/operation-shady-rat-five-year-hack-attack-hit-14-countries/,,,,,,
84,2710,US,China,Fred Wolf espionage,8/1/2006,8/1/2006,3,3,710,2,0,1,0,0,2,1,11,0,0,Access of militantly intelligence and sensitive information from ongoing investigations regarding human rights cases.,http://www.nbcnews.com/id/25096126/ns/technology_and_science-security/t/two-lawmakers-say-chinese-hacked-computers/#.XFukoVxKiM8, https://www.washingtonexaminer.com/rep-frank-wolf-every-american-has-been-attacked-by-foreign-cyber-hackers,,,,,,
85,2710,US,China,Commerce disable,10/1/2006,10/7/2006,4.1,2,710,1,0,1,0,0,2,1,11,0,0,Retaliation for the cancellation in June of a $1.3m USD plan to purchase Lenovo computer systems due to cyber security concerns. ,https://custom.crn.com/news/security/193105261/chinese-hackers-hit-commerce-department.htm, https://www.theregister.co.uk/2006/10/09/chinese_crackers_attack_us/,,,,,,
86,2710,US,China,Naval War College disable,12/1/2006,12/7/2006,4.1,3,710,1,0,1,0,0,2,1,17,0,0,US Naval strategic studies group brought offline,http://www.washingtonpost.com/wp-dyn/content/article/2006/12/05/AR2006120500741.html, https://fcw.com/articles/2006/12/04/china-is-suspected-of-hacking-into-navy-site.aspx,,,,,,
87,2710,US,China,"750,000 American zombies",3/1/2007,9/23/2010,2,2,710,1,0,1,0,0,2,2,2,1,0,Widespread DDoS strikes against various targets vital to the US economy.,http://gatech.wikidot.com/chinese-zombies-in-the-u-s, http://hackspc.com/biggest-cyber-attacks-in-history/,,,,,,
88,2710,US,China,GhostNet_A,5/27/2007,8/1/2009,3,2,710,2,0,1,0,0,4,1,11,0,0,Data breach of state secretive information from several government networks ,https://www.telegraph.co.uk/news/worldnews/asia/china/5071124/Chinas-global-cyber-espionage-network-GhostNet-penetrates-103-countries.html, https://ora.ox.ac.uk/objects/uuid:6d1260fd-b8ee-4a11-8a5f-e7708d543651/download_file?file_format=application/pdf&safe_filename=Gh0stNet.pdf&type_of_work=Report,,,,,,
89,2710,US,China,Commerce Sec hack,12/1/2007,12/5/2007,4.2,2,710,2,0,0,0,0,3,1,11,0,0,Data breaches of several networks containing sensitive inforamation ,https://www.wired.com/2008/05/did-chinas-hack/, http://www.nbcnews.com/id/24880526/ns/us_news-security/t/did-chinese-hack-cabinet-secretarys-laptop/#.XFupB1xKiM8,,,,,,
90,2710,US,China,2008 Campaign hack,8/1/2008,8/4/2008,3,2,710,2,0,1,0,0,1,2,11,0,0,To assess campaign positions on China and the evolution of potential future US policy,https://thehill.com/policy/technology/304111-report-china-hacked-obama-mccain-campaigns, https://www.theguardian.com/global/2008/nov/07/obama-white-house-usa,,,,,,
91,2710,US,China,Hikit_A,9/1/2008,10/27/2014,3,2,710,2,0,1,0,0,4,2,13,1,0,"Axiom group launches 6-year information theft campaign against multiple countries including US, Taiwan, and Japan",https://safe.menlosecurity.com/doc/docview/viewer/docN466FB4E6621B14781a1d431fc6aa9e4d5ffbe8054afe02fd2c27d51cace9995172de549a9084, https://www.fireeye.com/blog/threat-research/2012/08/hikit-rootkit-advanced-persistent-attack-techniques-part-2.html,,,,,,
92,2710,US,China,Byzantine series,10/30/2008,6/30/2011,3,1,710,3,0,1,0,0,4,1,8,1,0,"Data theft campaign against the oil and gas sectors, targets also included lawyers pursing claims against Chinese exporters and energy companies ",https://www.csoonline.com/article/2128120/social-engineering/-byzantine-hades--shows-china-s-cyber-chops.html, https://www.reuters.com/article/us-china-usa-cyberespionage/special-report-in-cyberspy-vs-cyberspy-china-has-the-edge-idUSTRE73D24220110414,,,,,,
93,2710,US,China,FAA hack,2/4/2009,2/10/2009,3,2,710,2,0,1,0,0,3,2,15,1,0,Chinese hack steals sensitive info from the FAA,https://www.wsj.com/articles/SB124165272826193727, https://www.crn.com/news/security/213402688/faa-computer-hacked-45000-names-accessed.htm,,,,,,
94,2710,US,China,Seantor Nelson theft,3/1/2009,3/1/2009,3,2,710,2,0,0,0,0,2,1,11,0,0,To access foreign policy information from a prominent Senator's network,https://miamiherald.typepad.com/nakedpolitics/2009/03/nelson-gets-hacked-and-hacked-off.html,,,,,,,
95,2710,US,China,Lockheed F-35 plans stolen,3/29/2009,4/1/2009,3,1,710,3,0,1,0,0,3,1,6,1,0,Data breach on Lockeed Martin and its F-35 fighter jet plans ,http://www.cnn.com/2009/US/04/21/pentagon.hacked/, https://www.theguardian.com/technology/2014/jul/12/chinese-man-charged-with-hacking-into-us-fighter-jet-plans,,,,,,
96,2710,US,China,Aurora ,6/1/2009,1/1/2010,3,1,710,3,0,1,0,0,3,1,13,0,0,"Google hacked and breached by the Chinese PLA, Tech giant comes forward and admits; a first from the private sector ",https://www.wired.com/2010/01/operation-aurora/, https://www.darkreading.com/attacks-and-breaches/google-aurora-hack-was-chinese-counterespionage-operation/d/d-id/1110060,,,,,,
97,2710,US,China,Night Dragon,11/1/2009,2/11/2011,4.2,1,710,3,0,1,0,0,4,1,8,1,0,"Theft of oil and gas field production systems, field exploration and bidding processes for leases.",https://www.pcworld.com/article/219251/article.html, https://www.forbes.com/sites/williampentland/2011/02/19/night-dragon-attacks-target-technology-in-energy-industry/#4c8bdc4b1d49,,,,,,
98,2710,US,China,Commerce theft,11/1/2009,11/5/2009,4.4,2,710,2,0,1,0,0,3,1,11,0,0,"Data breach of the Commerce department, sensitive information stolen",https://www.washingtonpost.com/blogs/federal-eye/post/commerce-department-agencys-network-apparently-hacked/2012/01/31/gIQAtmO6kQ_blog.html?utm_term=.59e590c6f4b1, https://abcnews.go.com/International/chinese-hack-us-chamber-commerce-authorities/story?id=15207642,,,,,,
99,2710,US,China,Htran_A,1/1/2010,2/1/2010,4.4,2,710,2,0,1,0,1,3,1,0,0,0,Advanced listening device root kit able to capture corporate secrets in unsecured networks ,"https://www.secureworks.com/research/htran, https://www.symantec.com/security-center/writeup/2011-080812-0817-99",,,,,,,
100,2710,US,China,Shotgiant,3/10/2010,6/13/2013,3,1,2,4,0,1,1,0,4,2,13,1,0,"Publically available sources claim that To determine links between Huawei produced technology and PLA espionage. Secondly, to exploit Huawei technology for future offensive use ","https://www.nytimes.com/2014/03/23/world/asia/nsa-breached-chinese-servers-seen-as-spy-peril.html, https://www.reuters.com/article/us-usa-security-china-nsa/nsa-infiltrates-servers-of-china-telecom-giant-huawei-report-idUSBREA2L0PD20140322",https://www.npr.org/transcripts/298335286,,,,,,
101,2710,US,China,Dancing Panda ,4/1/2010,8/10/2015,3,3,710,2,0,1,0,0,4,2,11,0,0,Top US national security officials emails hacked and read ,https://www.nbcnews.com/news/us-news/china-read-emails-top-us-officials-n406046, https://www.theguardian.com/world/2015/aug/10/chinese-national-security-officials-hack,,,,,,
102,2710,US,China,FDIC Hack,10/1/2010,2/2/2012,3,2,710,2,0,1,0,0,2,2,9,1,0,"Data breach of the FDIC, theft of sensitive and personal informaiton ",https://www.reuters.com/article/us-usa-cyber-china-exclusive-idUSKBN14C1UJ, https://money.cnn.com/2016/07/13/technology/china-fdic-hack/index.html,,,,,,
103,2710,US,China,Intellectual Property Hack,11/3/2010,6/15/2015,3,1,710,3,0,1,0,0,3,2,4,0,0,APT3 targets US financial and manufacturing sectors for intellectual property ,https://www.justice.gov/opa/pr/us-charges-five-chinese-military-hackers-cyber-espionage-against-us-corporations-and-labor, https://www.usatoday.com/story/news/nation/2014/05/19/us-accuses-china-of-cyber-espionage/9273019/,,,,,,
104,2710,US,China,Energy Dept hack,2/1/2011,1/1/2014,3,2,710,1,0,1,0,0,3,2,8,0,0,Energy Dept hacked multiple times due to outdated software and patches,https://arstechnica.com/information-technology/2013/12/how-hackers-made-minced-meat-of-department-of-energy-networks/, https://www.computerworld.com/article/2983749/cybercrime-hacking/attackers-hacked-department-of-energy-159-times-in-4-years.html,,,,,,
105,2710,US,China,Penatgon Raid,3/1/2011,3/10/2011,4.4,3,710,3,0,1,0,0,3,1,11,0,0,Information theft campaign in the unsecured networks of the DoD ,https://www.businessinsider.com/pentagon-admits-24000-files-were-hacked-declares-cyberspace-a-theater-of-war-2011-7, http://www.nydailynews.com/news/national/pentagon-hacked-24-000-files-stolen-foreign-intruders-cyber-atA78:Y78tack-article-1.156334,,,,,,
106,2710,US,China,Operation Beebus/APT 10,4/12/2011,2/7/2013,3,1,710,3,0,1,0,0,4,2,6,1,0,China hacks several US defense contractors and steals drone technology,https://www.fireeye.com/blog/threat-research/2013/02/operation-beebus.html, https://www.nytimes.com/2013/09/21/world/asia/hacking-us-secrets-china-pushes-for-drones.html,,,,,,
107,2710,US,China,White House theft,11/7/2011,11/8/2011,4.4,2,710,1,0,1,0,0,3,1,11,0,0,Signaling campaign against White House networks ,https://www.dailymail.co.uk/news/article-2211230/Chinese-government-hacks-White-House-office-charge-nuclear-launch-codes.html, https://www.bbc.com/news/world-us-canada-19794745,,,,,,
108,2710,US,China,Mofang,2/4/2012,6/16/2016,3,1,710,3,0,1,0,0,3,2,8,0,0,Mofang RAT targets and steals information from energy companies ,https://foxitsecurity.files.wordpress.com/2016/06/fox-it_mofang_threatreport_tlp-white.pdf, https://www.securityweek.com/chinese-attackers-conduct-cyberespionage-economic-gain,,,,,,
109,2710,US,China,Penn State Engineering breach,9/1/2012,5/15/2015,3,2,710,2,0,1,0,0,3,2,17,0,0,Personal and sensitive informaiton stolen from the Penn State College of Engineering network,https://bits.blogs.nytimes.com/2015/05/15/penn-states-college-of-engineering-hit-by-cyberattack/?mtrref=www.google.com&gwh=9D27274BDCAA774ABAA09016CBF21331&gwt=pay, https://www.nbcnews.com/tech/security/penn-state-hit-china-based-hacker-university-says-n359631,,,,,,
110,2710,US,China,Wen Jiabao Retaliation,10/26/2012,12/31/2012,3,1,710,1,1,1,0,0,2,2,17,0,0,Signaling data breach on the New York Times and Washington Post for publishing negative stories about then-President Wen Jiabao,https://www.nytimes.com/2013/01/31/technology/chinese-hackers-infiltrate-new-york-times-computers.html, https://www.nytimes.com/2013/02/02/technology/washington-posts-joins-list-of-media-hacked-by-the-chinese.html,,,,,,
111,2710,US,China,Iron Tiger/APT 31,1/15/2013,9/16/2015,3,3,710,2,0,1,0,0,4,2,6,1,0,Iron Tiger sophisticated APT information theft on US military and defense contractors,https://www.tripwire.com/state-of-security/security-data-protection/iron-tiger-data-us-firms/, https://newsroom.trendmicro.com/blog/operation-iron-tiger-attackers-shift-east-asia-united-states,,,,,,
112,2710,US,China,Black Coffee/APT 17,4/1/2013,5/12/2015,3,1,710,2,0,1,0,0,1,2,13,1,0,APT17 group hacks Microsoft Tech Net forum to trick users into downlowding the backdoor,https://www.fireeye.com/blog/threat-research/2015/05/hiding_in_plain_sigh.html, https://www.v3.co.uk/v3-uk/news/2408533/apt17-deputydog-hackers-are-pushing-blackcoffee-malware-using-technet,,,,,,
113,2710,US,China,UConn Engineering Hack,9/24/2013,3/9/2015,3,2,710,2,0,1,0,0,3,2,17,0,0,Chinese hack steals University of Connecticut's Engineering schoool's personnel and research data,https://www.courant.com/breaking-news/hc-uconn-investigating-chinese-cyber-attack-0801-20150731-story.html, https://www.businessinsurance.com/article/00010101/NEWS06/150809934/Cyber-breach-discovered-on-University-of-Connecticut-servers,,,,,,
114,2710,US,China,CloudHopper,1/1/2014,9/1/2018,3,1,710,3,0,1,0,0,4,2,13,1,0,APT 10 private sector breach,https://www.fbi.gov/wanted/cyber/apt-10-group,https://www.justice.gov/opa/pr/two-chinese-hackers-associated-ministry-state-security-charged-global-computer-intrusion,https://www.reuters.com/article/us-china-cyber-hpe-ibm-exclusive/exclusive-china-hacked-hpe-ibm-and-then-attacked-clients-sources-idUSKCN1OJ2OY,https://www.nasdaq.com/articles/special-report-inside-the-wests-failed-fight-against-chinas-cloud-hopper-hackers-2019-06,,https://www.justice.gov/opa/pr/two-chinese-hackers-associated-ministry-state-security-charged-global-computer-intrusion,,https://www.fbi.gov/wanted/cyber/apt-10-group
115,2710,US,China,Operation SnowMan,2/1/2014,2/12/2014,3,3,710,2,0,1,0,0,1,2,11,0,0,Chinese hackers infiltrate VVW page to access personal info of active US military personnel ,https://www.fireeye.com/blog/threat-research/2014/02/operation-snowman-deputydog-actor-compromises-us-veterans-of-foreign-wars-website.html, https://www.zdnet.com/article/new-internet-explorer-10-zero-day-exploit-targets-u-s-military/,,,,,,
116,2710,US,China,Register.com breach,3/1/2014,3/18/2015,3,1,710,2,0,1,0,0,3,2,13,1,0,"Register.com, which manages more than 1.4 million websites for businesses world wide, steals network and employee passwords",https://in.reuters.com/article/cybersecurity-usa-china/fbi-probes-possible-china-military-link-in-cyber-attack-ft-idINKBN0ME21W20150318, https://www.bankinfosecurity.com/blogs/was-registercom-breached-p-1831,,,,,,
